conversation_id,account_id,user_id,created_at,resolved_at,channel,issue_type,resolved_by,ai_assist_used_flag,escalated_flag,resolution_minutes,csat_score
conv_00000223,acct_00000006,usr_00000103,2025-03-08 17:31:08,2025-03-08 18:13:08,chat,reporting,human,0,0,42,2.6
conv_00000206,acct_00000006,usr_00000101,2025-03-13 13:51:40,2025-03-13 14:54:40,email,bug,ai,1,0,63,4.2
conv_00000230,acct_00000006,usr_00000100,2025-03-14 16:13:56,2025-03-14 16:22:56,chat,setup,ai_plus_human,1,0,9,3.3
conv_00000224,acct_00000006,usr_00000107,2025-03-18 17:16:23,2025-03-18 17:38:23,web,permissions,ai,1,0,22,3.4
conv_00000215,acct_00000006,usr_00000107,2025-03-19 10:40:10,2025-03-19 11:10:10,web,reporting,human,0,0,30,3.0
conv_00000213,acct_00000006,usr_00000100,2025-03-20 14:32:18,2025-03-20 15:13:18,email,bug,ai,1,0,41,3.6
conv_00000211,acct_00000006,usr_00000105,2025-03-21 18:51:09,2025-03-21 19:33:09,email,workflow,ai,1,0,42,3.3
conv_00000217,acct_00000006,usr_00000103,2025-03-24 07:11:22,2025-03-24 08:06:22,chat,workflow,human,0,0,55,3.2
conv_00000210,acct_00000006,usr_00000105,2025-03-27 18:49:42,2025-03-27 19:33:42,chat,reporting,human,0,0,44,3.4
conv_00000202,acct_00000006,usr_00000101,2025-03-30 21:02:35,2025-03-30 22:06:35,chat,bug,human,0,0,64,3.1
conv_00000226,acct_00000006,usr_00000100,2025-04-05 12:18:12,2025-04-05 13:14:12,chat,reporting,human,0,0,56,3.6
conv_00000203,acct_00000006,usr_00000104,2025-04-07 18:37:28,2025-04-07 18:42:28,chat,setup,human,0,0,5,3.5
conv_00000208,acct_00000006,usr_00000104,2025-04-07 20:16:34,2025-04-07 21:22:34,web,api,human,0,0,66,3.3
conv_00000227,acct_00000006,usr_00000100,2025-04-09 19:17:05,2025-04-09 19:33:05,chat,setup,human,0,0,16,3.5
conv_00000201,acct_00000006,usr_00000105,2025-04-13 07:26:24,2025-04-13 08:00:24,chat,billing,ai,1,0,34,3.9
conv_00000207,acct_00000006,usr_00000107,2025-04-23 10:25:50,2025-04-23 11:21:50,email,bug,human,0,0,56,3.5
conv_00000216,acct_00000006,usr_00000100,2025-04-27 20:27:10,2025-04-27 21:18:10,chat,api,ai,1,0,51,3.1
conv_00000209,acct_00000006,usr_00000107,2025-04-28 20:08:57,2025-04-28 20:44:57,chat,reporting,ai_plus_human,1,0,36,3.6
conv_00000218,acct_00000006,usr_00000106,2025-04-30 15:45:15,2025-04-30 16:19:15,web,permissions,human,0,0,34,3.4
conv_00000244,acct_00000007,usr_00000116,2025-02-16 16:08:42,2025-02-16 16:30:42,web,reporting,ai_plus_human,1,0,22,3.5
conv_00000236,acct_00000007,usr_00000130,2025-02-21 16:32:24,2025-02-21 16:46:24,chat,reporting,ai,1,0,14,3.7
conv_00000239,acct_00000007,usr_00000121,2025-02-22 20:53:09,2025-02-22 21:16:09,chat,setup,ai_plus_human,1,0,23,3.9
conv_00000235,acct_00000007,usr_00000127,2025-02-23 14:10:56,2025-02-23 14:43:56,email,workflow,ai,1,0,33,3.4
conv_00000261,acct_00000007,usr_00000116,2025-02-24 17:12:47,2025-02-24 17:56:47,web,api,human,0,0,44,3.3
conv_00000265,acct_00000007,usr_00000129,2025-03-03 15:00:41,2025-03-03 15:38:41,chat,workflow,human,0,0,38,3.5
conv_00000258,acct_00000007,usr_00000117,2025-03-07 10:40:17,2025-03-07 11:13:17,email,billing,human,0,0,33,3.2
conv_00000252,acct_00000007,usr_00000130,2025-03-08 21:48:13,2025-03-08 22:31:13,email,permissions,human,0,0,43,3.3
conv_00000277,acct_00000007,usr_00000123,2025-03-10 20:03:00,2025-03-10 20:57:00,chat,api,ai,1,0,54,3.9
conv_00000237,acct_00000007,usr_00000120,2025-03-11 07:39:44,2025-03-11 08:23:44,chat,billing,human,0,0,44,3.8
conv_00000279,acct_00000007,usr_00000116,2025-03-11 17:54:21,2025-03-11 18:24:21,web,setup,ai,1,0,30,3.8
conv_00000255,acct_00000007,usr_00000122,2025-03-12 16:41:49,2025-03-12 17:07:49,email,reporting,ai_plus_human,1,0,26,4.2
conv_00000263,acct_00000007,usr_00000134,2025-03-15 14:51:37,2025-03-15 15:52:37,chat,api,human,0,0,61,3.6
conv_00000260,acct_00000007,usr_00000135,2025-03-15 15:08:05,2025-03-15 15:21:05,email,setup,human,0,0,13,3.2
conv_00000273,acct_00000007,usr_00000121,2025-03-17 10:04:18,2025-03-17 10:43:18,chat,workflow,human,0,0,39,3.4
conv_00000243,acct_00000007,usr_00000119,2025-03-17 20:39:48,2025-03-17 21:47:48,chat,reporting,human,0,1,68,2.8
conv_00000278,acct_00000007,usr_00000122,2025-03-18 09:13:18,2025-03-18 10:48:18,chat,bug,human,0,0,95,3.2
conv_00000274,acct_00000007,usr_00000110,2025-03-18 17:16:57,2025-03-18 18:38:57,chat,bug,human,0,0,82,3.3
conv_00000238,acct_00000007,usr_00000120,2025-03-20 09:54:04,2025-03-20 10:33:04,chat,workflow,human,0,0,39,3.9
conv_00000275,acct_00000007,usr_00000124,2025-03-21 11:52:54,2025-03-21 13:26:54,chat,reporting,human,0,1,94,2.2
conv_00000276,acct_00000007,usr_00000115,2025-03-22 14:08:10,2025-03-22 14:27:10,chat,setup,human,0,0,19,3.5
conv_00000249,acct_00000007,usr_00000121,2025-03-23 17:26:14,2025-03-23 20:03:14,email,bug,human,0,1,157,2.1
conv_00000268,acct_00000007,usr_00000133,2025-03-26 11:34:52,2025-03-26 12:17:52,web,workflow,human,0,0,43,3.4
conv_00000240,acct_00000007,usr_00000127,2025-03-26 18:15:12,2025-03-26 18:33:12,chat,setup,human,0,0,18,3.2
conv_00000251,acct_00000007,usr_00000113,2025-03-26 19:58:09,2025-03-26 22:47:09,email,bug,human,0,1,169,2.7
conv_00000233,acct_00000007,usr_00000132,2025-03-27 10:36:29,2025-03-27 11:31:29,chat,workflow,human,0,0,55,3.7
conv_00000267,acct_00000007,usr_00000121,2025-03-27 20:25:15,2025-03-27 21:13:15,web,workflow,human,0,0,48,3.0
conv_00000262,acct_00000007,usr_00000121,2025-03-28 10:10:56,2025-03-28 10:33:56,chat,reporting,ai,1,0,23,3.2
conv_00000247,acct_00000007,usr_00000122,2025-03-29 10:31:04,2025-03-29 11:10:04,email,billing,human,0,0,39,3.2
conv_00000266,acct_00000007,usr_00000121,2025-03-29 16:19:49,2025-03-29 17:10:49,chat,workflow,human,0,0,51,3.5
conv_00000241,acct_00000007,usr_00000119,2025-03-31 15:32:48,2025-03-31 16:22:48,chat,api,human,0,0,50,3.6
conv_00000234,acct_00000007,usr_00000115,2025-04-05 12:13:05,2025-04-05 12:49:05,web,billing,ai_plus_human,1,0,36,3.4
conv_00000253,acct_00000007,usr_00000132,2025-04-07 13:30:43,2025-04-07 14:00:43,chat,reporting,ai_plus_human,1,0,30,3.5
conv_00000248,acct_00000007,usr_00000114,2025-04-10 13:14:32,2025-04-10 14:21:32,web,billing,human,0,1,67,2.9
conv_00000242,acct_00000007,usr_00000115,2025-04-10 17:54:47,2025-04-10 18:19:47,web,setup,human,0,0,25,2.6
conv_00000232,acct_00000007,usr_00000133,2025-04-10 18:21:08,2025-04-10 19:34:08,chat,bug,ai_plus_human,1,0,73,3.4
conv_00000270,acct_00000007,usr_00000124,2025-04-11 08:36:55,2025-04-11 09:15:55,chat,permissions,human,0,0,39,4.2
conv_00000259,acct_00000007,usr_00000132,2025-04-12 15:34:22,2025-04-12 16:19:22,chat,reporting,ai_plus_human,1,1,45,3.5
conv_00000245,acct_00000007,usr_00000114,2025-04-13 18:18:05,2025-04-13 19:16:05,web,workflow,human,0,0,58,3.0
conv_00000231,acct_00000007,usr_00000112,2025-04-14 18:35:33,2025-04-14 19:43:33,email,api,ai,1,0,68,3.7
conv_00000254,acct_00000007,usr_00000124,2025-04-15 20:55:46,2025-04-15 21:18:46,web,reporting,ai,1,0,23,3.2
conv_00000269,acct_00000007,usr_00000133,2025-04-16 14:44:41,2025-04-16 16:31:41,chat,bug,human,0,0,107,4.1
conv_00000250,acct_00000007,usr_00000119,2025-04-17 19:26:52,2025-04-17 19:52:52,chat,setup,ai,1,0,26,3.7
conv_00000272,acct_00000007,usr_00000112,2025-04-19 07:48:25,2025-04-19 08:59:25,email,api,human,0,0,71,3.5
conv_00000271,acct_00000007,usr_00000134,2025-04-23 20:26:11,2025-04-23 21:09:11,web,workflow,human,0,0,43,3.4
conv_00000256,acct_00000007,usr_00000124,2025-04-24 20:31:26,2025-04-24 21:54:26,chat,api,human,0,0,83,2.8
conv_00000264,acct_00000007,usr_00000132,2025-04-25 10:58:41,2025-04-25 11:31:41,chat,setup,ai,1,0,33,3.6
conv_00000246,acct_00000007,usr_00000132,2025-04-27 08:03:05,2025-04-27 08:28:05,web,workflow,ai_plus_human,1,0,25,3.3
conv_00000257,acct_00000007,usr_00000110,2025-04-30 10:27:10,2025-04-30 12:00:10,chat,bug,human,0,0,93,3.9
conv_00000295,acct_00000008,usr_00000145,2025-02-06 16:23:51,2025-02-06 16:50:51,email,billing,ai,1,0,27,3.8
conv_00000314,acct_00000008,usr_00000150,2025-02-08 21:05:06,2025-02-08 21:36:06,chat,setup,human,0,0,31,3.1
conv_00000301,acct_00000008,usr_00000136,2025-02-10 09:01:56,2025-02-10 11:24:56,chat,bug,human,0,1,143,2.9
conv_00000291,acct_00000008,usr_00000159,2025-02-11 12:20:06,2025-02-11 12:53:06,chat,workflow,ai,1,0,33,3.2
conv_00000316,acct_00000008,usr_00000145,2025-02-11 18:16:23,2025-02-11 18:52:23,email,permissions,human,0,0,36,4.2
conv_00000310,acct_00000008,usr_00000153,2025-02-14 12:33:46,2025-02-14 14:01:46,chat,api,human,0,0,88,2.8
conv_00000311,acct_00000008,usr_00000159,2025-02-15 09:37:50,2025-02-15 09:59:50,email,setup,human,0,0,22,3.4
conv_00000309,acct_00000008,usr_00000143,2025-02-16 12:51:28,2025-02-16 13:23:28,chat,billing,ai,1,0,32,4.0
conv_00000306,acct_00000008,usr_00000150,2025-02-19 16:09:23,2025-02-19 16:53:23,email,bug,ai,1,0,44,3.9
conv_00000286,acct_00000008,usr_00000139,2025-02-25 13:54:50,2025-02-25 14:26:50,web,billing,ai,1,0,32,3.6
conv_00000315,acct_00000008,usr_00000152,2025-02-25 21:43:35,2025-02-25 22:11:35,email,reporting,ai,1,0,28,3.4
conv_00000294,acct_00000008,usr_00000157,2025-02-26 10:39:04,2025-02-26 11:21:04,email,billing,human,0,0,42,3.9
conv_00000303,acct_00000008,usr_00000151,2025-02-27 15:09:31,2025-02-27 16:17:31,email,api,human,0,0,68,3.1
conv_00000313,acct_00000008,usr_00000150,2025-03-02 08:55:07,2025-03-02 10:13:07,chat,api,human,0,0,78,3.4
conv_00000302,acct_00000008,usr_00000146,2025-03-04 10:48:44,2025-03-04 11:23:44,chat,setup,human,0,1,35,2.7
conv_00000285,acct_00000008,usr_00000157,2025-03-04 12:53:34,2025-03-04 13:27:34,chat,workflow,ai_plus_human,1,0,34,3.8
conv_00000307,acct_00000008,usr_00000153,2025-03-04 16:22:12,2025-03-04 17:14:12,chat,workflow,human,0,0,52,3.7
conv_00000296,acct_00000008,usr_00000142,2025-03-04 18:50:47,2025-03-04 19:39:47,web,api,human,0,0,49,3.8
conv_00000281,acct_00000008,usr_00000155,2025-03-07 15:54:48,2025-03-07 17:00:48,chat,bug,ai,1,0,66,3.3
conv_00000283,acct_00000008,usr_00000142,2025-03-08 16:05:56,2025-03-08 17:03:56,email,workflow,human,0,0,58,3.7
conv_00000282,acct_00000008,usr_00000159,2025-03-12 16:39:53,2025-03-12 17:30:53,email,workflow,human,0,0,51,3.0
conv_00000290,acct_00000008,usr_00000155,2025-03-13 09:31:10,2025-03-13 09:48:10,email,permissions,ai,1,0,17,3.5
conv_00000292,acct_00000008,usr_00000153,2025-03-16 07:29:27,2025-03-16 08:12:27,web,permissions,human,0,0,43,3.6
conv_00000284,acct_00000008,usr_00000137,2025-03-20 15:32:53,2025-03-20 16:46:53,email,api,human,0,0,74,3.1
conv_00000304,acct_00000008,usr_00000136,2025-03-20 20:19:34,2025-03-20 20:56:34,web,reporting,ai,1,0,37,3.6
conv_00000293,acct_00000008,usr_00000158,2025-03-21 16:31:16,2025-03-21 17:14:16,email,workflow,ai,1,0,43,2.9
conv_00000300,acct_00000008,usr_00000158,2025-03-21 21:37:12,2025-03-21 22:13:12,chat,workflow,human,0,0,36,3.8
conv_00000312,acct_00000008,usr_00000151,2025-03-25 13:59:00,2025-03-25 15:07:00,email,bug,ai,1,0,68,3.2
conv_00000280,acct_00000008,usr_00000155,2025-03-27 20:32:37,2025-03-27 21:12:37,web,billing,human,0,0,40,3.4
conv_00000299,acct_00000008,usr_00000146,2025-03-28 20:34:25,2025-03-28 22:11:25,chat,api,human,0,1,97,2.1
conv_00000305,acct_00000008,usr_00000138,2025-04-02 21:47:31,2025-04-02 22:13:31,web,setup,human,0,0,26,3.4
conv_00000289,acct_00000008,usr_00000154,2025-04-03 11:22:57,2025-04-03 12:14:57,chat,workflow,ai_plus_human,1,1,52,2.9
conv_00000288,acct_00000008,usr_00000153,2025-04-13 18:29:44,2025-04-13 19:21:44,email,workflow,human,0,0,52,3.9
conv_00000297,acct_00000008,usr_00000136,2025-04-14 17:32:32,2025-04-14 18:50:32,web,billing,human,0,1,78,2.3
conv_00000318,acct_00000008,usr_00000154,2025-04-16 13:23:22,2025-04-16 13:52:22,chat,workflow,ai,1,0,29,4.0
conv_00000317,acct_00000008,usr_00000151,2025-04-18 21:38:40,2025-04-18 21:56:40,chat,setup,human,0,0,18,3.0
conv_00000308,acct_00000008,usr_00000143,2025-04-19 16:43:14,2025-04-19 17:28:14,chat,billing,human,0,0,45,4.0
conv_00000287,acct_00000008,usr_00000141,2025-04-22 08:06:51,2025-04-22 09:34:51,chat,bug,human,0,0,88,3.3
conv_00000298,acct_00000008,usr_00000159,2025-04-24 10:44:52,2025-04-24 11:21:52,email,reporting,ai_plus_human,1,0,37,3.4
conv_00000330,acct_00000009,usr_00000168,2025-02-08 19:46:51,2025-02-08 21:19:51,web,workflow,human,0,1,93,2.8
conv_00000328,acct_00000009,usr_00000167,2025-02-24 12:18:01,2025-02-24 12:57:01,chat,permissions,human,0,0,39,3.3
conv_00000325,acct_00000009,usr_00000166,2025-02-26 20:48:15,2025-02-26 21:21:15,email,setup,human,0,0,33,3.5
conv_00000327,acct_00000009,usr_00000167,2025-03-06 08:26:15,2025-03-06 12:03:15,chat,bug,human,0,1,217,2.4
conv_00000333,acct_00000009,usr_00000169,2025-03-08 15:05:57,2025-03-08 15:37:57,email,workflow,ai,1,0,32,4.4
conv_00000319,acct_00000009,usr_00000165,2025-03-10 13:53:08,2025-03-10 14:51:08,chat,workflow,human,0,0,58,2.9
conv_00000326,acct_00000009,usr_00000162,2025-03-10 18:36:40,2025-03-10 19:23:40,email,workflow,human,0,0,47,3.5
conv_00000331,acct_00000009,usr_00000166,2025-03-30 14:41:08,2025-03-30 15:57:08,chat,api,human,0,0,76,3.3
conv_00000329,acct_00000009,usr_00000161,2025-03-30 16:48:27,2025-03-30 17:15:27,email,billing,ai,1,0,27,3.8
conv_00000321,acct_00000009,usr_00000167,2025-04-01 14:41:12,2025-04-01 15:17:12,email,permissions,human,0,0,36,3.8
conv_00000320,acct_00000009,usr_00000164,2025-04-01 20:59:41,2025-04-01 22:17:41,chat,api,human,0,0,78,3.3
conv_00000322,acct_00000009,usr_00000164,2025-04-11 10:42:22,2025-04-11 11:42:22,web,workflow,human,0,0,60,3.0
conv_00000332,acct_00000009,usr_00000165,2025-04-15 08:49:23,2025-04-15 09:28:23,email,workflow,ai,1,0,39,3.4
conv_00000323,acct_00000009,usr_00000166,2025-04-23 14:29:18,2025-04-23 14:47:18,chat,setup,ai,1,0,18,3.5
conv_00000324,acct_00000009,usr_00000169,2025-04-27 16:24:19,2025-04-27 16:57:19,chat,reporting,ai,1,0,33,3.5
conv_00000353,acct_00000010,usr_00000170,2025-02-07 20:27:56,2025-02-07 21:37:56,chat,api,human,0,0,70,2.9
conv_00000349,acct_00000010,usr_00000170,2025-02-07 20:51:17,2025-02-07 22:32:17,email,bug,ai_plus_human,1,1,101,2.7
conv_00000356,acct_00000010,usr_00000175,2025-02-15 12:58:31,2025-02-15 13:21:31,email,setup,human,0,0,23,3.7
conv_00000347,acct_00000010,usr_00000170,2025-02-20 12:18:10,2025-02-20 12:59:10,email,workflow,human,0,0,41,3.3
conv_00000339,acct_00000010,usr_00000180,2025-02-23 07:29:32,2025-02-23 08:23:32,email,api,ai_plus_human,1,0,54,3.6
conv_00000340,acct_00000010,usr_00000170,2025-02-23 10:21:54,2025-02-23 11:34:54,chat,bug,human,0,0,73,2.8
conv_00000335,acct_00000010,usr_00000171,2025-02-23 16:14:32,2025-02-23 16:33:32,web,reporting,ai,1,0,19,3.7
conv_00000346,acct_00000010,usr_00000175,2025-02-23 16:47:05,2025-02-23 17:28:05,chat,setup,human,0,0,41,3.3
conv_00000336,acct_00000010,usr_00000180,2025-02-25 16:14:27,2025-02-25 16:52:27,chat,reporting,human,0,0,38,3.3
conv_00000351,acct_00000010,usr_00000178,2025-02-26 15:58:02,2025-02-26 16:41:02,chat,workflow,human,0,0,43,3.2
conv_00000355,acct_00000010,usr_00000180,2025-03-02 13:53:37,2025-03-02 14:07:37,web,setup,human,0,0,14,3.8
conv_00000341,acct_00000010,usr_00000178,2025-03-04 20:05:08,2025-03-04 20:51:08,chat,billing,human,0,0,46,3.0
conv_00000344,acct_00000010,usr_00000170,2025-03-12 18:35:00,2025-03-12 20:25:00,email,bug,human,0,0,110,3.3
conv_00000338,acct_00000010,usr_00000178,2025-03-28 19:14:55,2025-03-28 21:07:55,web,bug,human,0,0,113,3.2
conv_00000357,acct_00000010,usr_00000179,2025-03-29 11:02:13,2025-03-29 12:33:13,chat,billing,human,0,1,91,2.2
conv_00000337,acct_00000010,usr_00000177,2025-03-29 11:58:16,2025-03-29 12:37:16,email,permissions,human,0,0,39,3.4
conv_00000352,acct_00000010,usr_00000182,2025-04-03 10:16:48,2025-04-03 11:29:48,email,bug,human,0,0,73,3.7
conv_00000345,acct_00000010,usr_00000177,2025-04-03 15:50:25,2025-04-03 18:36:25,chat,bug,human,0,1,166,2.6
conv_00000354,acct_00000010,usr_00000181,2025-04-06 08:49:12,2025-04-06 09:09:12,chat,setup,human,0,0,20,3.3
conv_00000350,acct_00000010,usr_00000177,2025-04-14 07:57:51,2025-04-14 08:41:51,chat,permissions,human,0,0,44,2.8
conv_00000334,acct_00000010,usr_00000179,2025-04-16 21:08:43,2025-04-16 23:42:43,chat,api,human,0,1,154,2.2
conv_00000342,acct_00000010,usr_00000182,2025-04-26 14:22:06,2025-04-26 15:48:06,web,bug,ai,1,0,86,3.5
conv_00000343,acct_00000010,usr_00000172,2025-04-29 12:02:56,2025-04-29 12:17:56,email,setup,ai_plus_human,1,0,15,3.2
conv_00000348,acct_00000010,usr_00000180,2025-04-30 08:59:43,2025-04-30 09:58:43,web,workflow,human,0,1,59,2.7
conv_00000358,acct_00000011,usr_00000186,2025-01-12 08:14:52,2025-01-12 09:24:52,email,api,human,0,0,70,3.2
conv_00000382,acct_00000011,usr_00000185,2025-01-20 20:16:23,2025-01-20 20:44:23,email,permissions,human,0,0,28,3.8
conv_00000365,acct_00000011,usr_00000191,2025-01-22 17:10:29,2025-01-22 17:22:29,email,setup,human,0,0,12,3.8
conv_00000375,acct_00000011,usr_00000193,2025-01-26 18:28:26,2025-01-26 19:17:26,chat,permissions,human,0,0,49,2.8
conv_00000371,acct_00000011,usr_00000186,2025-01-28 15:55:17,2025-01-28 16:48:17,email,api,human,0,0,53,3.5
conv_00000368,acct_00000011,usr_00000189,2025-02-03 19:55:37,2025-02-03 20:39:37,chat,reporting,human,0,0,44,3.6
conv_00000381,acct_00000011,usr_00000190,2025-02-06 12:11:34,2025-02-06 12:42:34,chat,setup,human,0,0,31,3.8
conv_00000373,acct_00000011,usr_00000184,2025-02-08 07:34:20,2025-02-08 08:00:20,web,reporting,ai,1,0,26,4.2
conv_00000362,acct_00000011,usr_00000185,2025-02-13 17:44:07,2025-02-13 19:03:07,chat,billing,human,0,1,79,3.0
conv_00000369,acct_00000011,usr_00000185,2025-02-21 10:05:00,2025-02-21 12:15:00,chat,bug,ai_plus_human,1,1,130,2.7
conv_00000378,acct_00000011,usr_00000189,2025-03-07 17:33:06,2025-03-07 18:30:06,chat,bug,ai_plus_human,1,0,57,3.7
conv_00000376,acct_00000011,usr_00000184,2025-03-09 12:49:50,2025-03-09 13:24:50,web,reporting,human,0,0,35,3.5
conv_00000360,acct_00000011,usr_00000184,2025-03-12 07:18:55,2025-03-12 07:55:55,chat,reporting,human,0,0,37,3.2
conv_00000359,acct_00000011,usr_00000188,2025-03-13 09:03:32,2025-03-13 10:19:32,chat,bug,ai,1,0,76,3.6
conv_00000374,acct_00000011,usr_00000189,2025-03-16 11:06:25,2025-03-16 13:09:25,chat,bug,human,0,1,123,2.4
conv_00000363,acct_00000011,usr_00000188,2025-03-25 17:37:16,2025-03-25 18:23:16,chat,workflow,ai,1,0,46,3.8
conv_00000364,acct_00000011,usr_00000193,2025-03-27 17:50:37,2025-03-27 18:06:37,chat,setup,human,0,0,16,3.6
conv_00000372,acct_00000011,usr_00000187,2025-03-28 07:21:58,2025-03-28 07:49:58,web,permissions,ai_plus_human,1,0,28,3.5
conv_00000370,acct_00000011,usr_00000193,2025-04-02 19:18:41,2025-04-02 21:02:41,email,bug,human,0,0,104,3.6
conv_00000367,acct_00000011,usr_00000186,2025-04-05 14:46:28,2025-04-05 15:21:28,email,workflow,human,0,0,35,3.4
conv_00000379,acct_00000011,usr_00000188,2025-04-11 13:18:12,2025-04-11 15:03:12,email,bug,human,0,0,105,3.5
conv_00000366,acct_00000011,usr_00000188,2025-04-12 13:01:37,2025-04-12 13:49:37,chat,setup,human,0,1,48,3.1
conv_00000377,acct_00000011,usr_00000188,2025-04-26 08:33:11,2025-04-26 09:06:11,chat,reporting,human,0,0,33,3.1
conv_00000361,acct_00000011,usr_00000193,2025-04-27 12:20:54,2025-04-27 13:17:54,chat,api,ai,1,0,57,3.6
conv_00000380,acct_00000011,usr_00000184,2025-04-29 13:50:27,2025-04-29 14:45:27,web,workflow,human,0,0,55,3.4
conv_00000386,acct_00000012,usr_00000199,2025-01-17 13:43:25,2025-01-17 14:48:25,web,api,human,0,0,65,3.5
conv_00000397,acct_00000012,usr_00000199,2025-01-18 12:28:30,2025-01-18 13:13:30,chat,workflow,human,0,0,45,2.7
conv_00000389,acct_00000012,usr_00000195,2025-01-21 23:09:26,2025-01-22 00:04:26,chat,bug,ai,1,0,55,3.7
conv_00000403,acct_00000012,usr_00000195,2025-01-22 19:30:44,2025-01-22 20:23:44,chat,api,ai_plus_human,1,0,53,3.5
conv_00000383,acct_00000012,usr_00000202,2025-01-25 11:04:27,2025-01-25 11:32:27,chat,reporting,ai_plus_human,1,0,28,4.2
conv_00000388,acct_00000012,usr_00000206,2025-01-29 09:37:36,2025-01-29 10:27:36,chat,workflow,human,0,0,50,3.7
conv_00000395,acct_00000012,usr_00000205,2025-02-01 20:45:41,2025-02-01 21:58:41,email,bug,ai,1,0,73,3.5
conv_00000401,acct_00000012,usr_00000201,2025-02-07 15:39:41,2025-02-07 15:51:41,web,setup,ai,1,0,12,3.8
conv_00000394,acct_00000012,usr_00000194,2025-02-10 16:00:51,2025-02-10 17:01:51,chat,workflow,human,0,0,61,3.7
conv_00000405,acct_00000012,usr_00000206,2025-02-10 18:32:14,2025-02-10 18:54:14,chat,setup,human,0,0,22,3.2
conv_00000392,acct_00000012,usr_00000203,2025-02-14 08:03:47,2025-02-14 08:45:47,web,api,ai_plus_human,1,0,42,3.5
conv_00000396,acct_00000012,usr_00000206,2025-02-23 14:18:46,2025-02-23 14:39:46,chat,setup,human,0,0,21,4.3
conv_00000404,acct_00000012,usr_00000202,2025-02-26 15:51:09,2025-02-26 17:23:09,email,bug,human,0,0,92,3.6
conv_00000402,acct_00000012,usr_00000199,2025-03-03 18:40:35,2025-03-03 19:26:35,email,setup,human,0,1,46,2.4
conv_00000384,acct_00000012,usr_00000198,2025-03-06 16:41:10,2025-03-06 17:25:10,chat,workflow,human,0,0,44,3.0
conv_00000385,acct_00000012,usr_00000200,2025-03-25 15:57:56,2025-03-25 17:18:56,chat,api,human,0,0,81,3.2
conv_00000390,acct_00000012,usr_00000202,2025-04-13 17:57:14,2025-04-13 18:25:14,email,reporting,ai,1,0,28,4.0
conv_00000393,acct_00000012,usr_00000198,2025-04-16 14:39:06,2025-04-16 16:00:06,chat,billing,human,0,1,81,2.7
conv_00000400,acct_00000012,usr_00000199,2025-04-20 10:09:54,2025-04-20 11:03:54,email,api,human,0,0,54,3.4
conv_00000399,acct_00000012,usr_00000204,2025-04-20 14:35:50,2025-04-20 15:13:50,email,workflow,human,0,0,38,3.4
conv_00000387,acct_00000012,usr_00000194,2025-04-21 12:12:19,2025-04-21 12:51:19,email,reporting,human,0,0,39,3.5
conv_00000391,acct_00000012,usr_00000202,2025-04-24 11:47:15,2025-04-24 12:45:15,email,billing,human,0,0,58,3.7
conv_00000398,acct_00000012,usr_00000200,2025-04-29 17:56:22,2025-04-29 19:41:22,email,api,ai_plus_human,1,1,105,2.3
